Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
119565995152,Coca-Cola,Coca-Cola South Pacific,10815,4
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,9342,155
102292348146435,The Uluru Statement from the Heart,"Indigenous Law Centre, UNSW",2771,4
514475628623089,Our Watch,Our Watch,1500,3
213476079972,Essential Workers Deserve Better,Mark Morey,1384,42
101589645013040,Thrive by Five,Thrive By Five,1313,16
710266392358023,Future Super,Future Super,1309,29
575557119153505,Department of Planning and Environment,"NSW Department of Planning, Industry and Environment",1281,12
92824008332,Plan International Australia,Plan International Australia,1083,40
101791315693,Destiny Rescue,Destiny Rescue,1051,20
447447719391089,Health Care Providers Association,Health Care Providers Association,971,10
1776727752614025,Glencore,Glencore Australia,955,2
177072498997234,NSW Electoral Commission,NSW Electoral Commission,934,22
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,897,12
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,875,15
162747001109183,TWU Members First,TWU Members First Team,810,2
10113538711,WWF-Australia,WWF-Australia,749,46
373523642668552,Energy - Queensland,Department of Energy and Public Works,725,43
182564410468,Australia for UNHCR,Australia for UNHCR,664,83
161854162881,Greenfleet,Greenfleet,611,24
126755754702938,Respect Victoria,Respect Victoria,593,10
117241141903,Barnardos Australia,Barnardos Australia,504,7
89794331215,Oxfam,Oxfam Australia,464,56
8422338499,The Wilderness Society,The Wilderness Society,408,37
299753643444311,AEC,Australian Electoral Commission,407,25
149648047339,Save the Children Australia,Save the Children Australia,399,22
10852627380,World Animal Protection Australia,World Animal Protection Australia,399,11
231341250224498,Australian Ethical Investment,Australian Ethical Investment,396,70
308746806571901,Advance Australia,Advance Australia,388,38
49453745631,Amnesty International Australia,Amnesty International Australia,383,7
1943258269309425,Equality Australia,Equality Australia,381,12
307014179414836,David Speirs MP,South Australian Liberals,366,3
198538033525283,deadly stories,"Department of Seniors, Disability Services and Aboriginal and Torres Strait Islander Partnership",360,4
102329728050606,From the Heart,Cape York Institute,353,9
494820897261439,Bank Australia,Bank Australia,351,27
1989373424630784,Bridging the Gap Foundation,Bridging the Gap Foundation,328,17
11775531229,The Chaser,The Chaser,320,6
345960425540557,The Climate Council,The Climate Council,310,65
504855933190931,Time for Change - Change Aged Care,United Workers Union,308,65
316480331783930,Australian Unions,Australian Unions,270,54
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,267,1
59024478936,Monash University,Monash University,266,18
329777267205680,ACT Government,ACT Government,249,19
231952773568442,Berry Street,Berry Street,245,12
281530749293959,Rainforest 4,Rainforest 4 Foundation Ltd,243,5
159487260807787,Tindo Solar,Tindo Solar,236,3
694832627392516,Prime Super,Prime Super,233,151
