Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
159639460764792,LATAM Airlines,LATAM Airlines,1430855,2
231350380299380,Las Últimas Noticias (LUN),Las Últimas Noticias (LUN),438703,19
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,226646,5
106057278350931,TelcoNews,TelcoNews,141344,7
103527991214141,Cero DICOM,Cero Dicom,137434,7
228557190541436,BancoEstado,BancoEstado,105835,12
558224964238853,Anglo American,Anglo American,99879,4
580663538777736,Consejo Minero,Feedback Comunicaciones,98091,4
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,97577,4
116896819680750,Flamin hot,These ads ran without a disclaimer,95735,2
103463095024719,Curiocity,Curiocíty,85624,8
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,69833,11
1548643738480723,Asistencia Deudores,Asistencia Deudores,68235,2
386423238164424,Enel Chile,Enel Chile,65044,1
105798328215264,Asistencia Familia,Asistencia Familia,59072,6
101248444922540,Pescadores Industriales del Biobío,Pescadores Industriales del Biobío,52156,4
117396934582415,Cuidemos la Infancia,Cuidemos la Infancia,42761,7
756450494522524,Andrés Jouannet Diputado,Andrés Jouannet,42059,6
102019462029011,V más V,V más V,40175,4
371453409556353,Red Coquimbo,Diarios en Red,39536,9
372456629467521,Red Los Lagos,Diarios En Red,39384,9
243541299064994,Red Biobio,Diarios en red,38964,9
285417644878678,Red Antofagasta,Diarios En Red,38694,9
110835964029132,Var Constitucional,Var Constitucional,37810,6
1440240282902180,Teck,These ads ran without a disclaimer,36809,1
211676538936148,Fundación Reforestemos,Fundación Reforestemos,35090,3
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
103916934813191,HIF Chile,HIF Global,29624,2
2257351691213562,Noticias que marcarán pauta,Noticias que marcarán pauta,28600,2
200033693376679,Norte Verde,Inmobiliaria Norte Verde Spa,27759,4
109453328902388,RNxChile,Retarget,26936,4
256214294989170,DaleProfe,daleProfe,26869,12
101077969210224,Corporación Clúster Minero Región de Antofagasta,Corporación Cluster Minero Región Antofagasta,25236,2
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,23191,9
104923331929196,Enciclopedia Bío-Bío,Enciclopedia Bío Bío,21257,2
113838817025219,Coperiodistas,Coperiodistas,20962,2
104487498154013,Agenda Transparencia,Agenda Transparencia,20811,2
632687896928177,Oscar Crisóstomo,Oscar Crisóstomo,19897,7
295886120554128,Polpaico,Cemento Polpaico SA,13708,1
112414063439760,DeliBest Chile,Brecha Digital Consultores,13177,11
317374934946185,AIEP,Instituto Profesional AIEP,13156,1
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,13124,2
117034954682287,Neumáticos del Maule Sucursal Serena,These ads ran without a disclaimer,12887,1
922533087852291,Luis Malla Diputado,Luis Malla Diputado,11864,2
100306353029408,Shop Todo en Uno,These ads ran without a disclaimer,11178,2
179469489118356,UDLA Chile,UDLA Chile,11027,2
10152723078,Alejandro Navarro,Alejandro Navarro,9226,1
761606963919174,Somos Aclara,Somos Aclara,9007,2
212862908741975,Acoger,These ads ran without a disclaimer,8992,1
78239901502,Diario Financiero,Grupo DF,8412,17
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,7571,1
