Location name,Amount spent (JPY)
Aichi Prefecture,32819
Akita Prefecture,2113
Aomori Prefecture,2618
Chiba Prefecture,25742
Ehime Prefecture,3604
Fukui Prefecture,2665
Fukuoka Prefecture,35886
Fukushima Prefecture,4689
Gifu Prefecture,6871
Gunma Prefecture,6508
Hiroshima Prefecture,14112
Hokkaido,18233
Hyōgo Prefecture,22657
Ibaraki Prefecture,8467
Ishikawa Prefecture,4593
Iwate Prefecture,2872
Kagawa Prefecture,3297
Kagoshima Prefecture,4782
Kanagawa Prefecture,57561
Kumamoto Prefecture,7261
Kyoto Prefecture,12849
Kōchi Prefecture,1842
Mie Prefecture,6827
Miyagi Prefecture,10267
Miyazaki Prefecture,3177
Nagano Prefecture,7178
Nagasaki Prefecture,4667
Nara Prefecture,4738
Niigata Prefecture,5752
Okayama Prefecture,6200
Okinawa Prefecture,7317
Osaka Prefecture,42045
Saga Prefecture,3620
Saitama Prefecture,36463
Shiga Prefecture,4783
Shimane Prefecture,1935
Shizuoka Prefecture,12019
Tochigi Prefecture,6146
Tokushima Prefecture,1773
Tokyo,113761
Tottori Prefecture,1176
Toyama Prefecture,3332
Unknown,140
Wakayama Prefecture,2732
Yamagata Prefecture,3100
Yamaguchi Prefecture,3547
Yamanashi Prefecture,2817
Ōita Prefecture,4205
