Location name,Amount spent (NZD)
Auckland Region,2110
Bay of Plenty Region,289
Canterbury,592
Gisborne District,≤100
Hawke's Bay,159
Manawatu-Wanganui,220
Marlborough Region,≤100
Nelson Province,≤100
Niue,≤100
Northland Region,193
Otago,207
Southland,≤100
Taranaki,109
Tasman District,≤100
Unknown,≤100
Waikato,418
Wellington Region,381
West Coast,≤100
