Location name,Amount spent (TWD)
Changhua,9786
Chiayi,2061
Hsinchu,5064
Hsinchu City,8576
Hualien,3464
Kaohsiung,35033
Keelung City,5942
Kinmen,528
Lienchiang,≤100
Miaoli,9106
Nantou,3757
New Taipei City,59526
Penghu,863
Pingtung,6387
Taichung,40068
Tainan,23663
Taipei,48227
Taitung,2236
Taoyuan City,36198
Unknown,3705
Yilan,3661
Yunlin,5091
