Location name,Amount spent (CHF)
Aargau,347
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,241
Basel-Landschaft,≤100
Bern,437
Canton of Geneva,2818
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,192
Fribourg,145
Graubünden,≤100
Jura,≤100
Luzern,4413
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,108
Ticino,1111
Unknown,≤100
Uri,≤100
Valais,181
Vaud,501
Zug,≤100
Zürich,803
