Location name,Amount spent (EUR)
Attica (region),1974
Central Greece (region),130
Central Macedonia,667
Crete,265
Eastern Macedonia and Thrace,164
Epirus (region),117
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),274
Southern Aegean,156
Thessaly,368
Unknown,≤100
Western Greece,195
Western Macedonia,≤100
