Location name,Amount spent (THB)
Amnat Charoen,126
Ang Thong,110
Ayutthaya,477
Bangkok,9501
Bueng Kan,140
Buriram,506
Chachoengsao,350
Chai Nat,121
Chaiyaphum,363
Chanthaburi,227
Chiang Mai,1665
Chiang Rai,574
Chon Buri,1276
Chumphon,242
Kalasin,299
Kamphaeng Phet,326
Kanchanaburi,374
Khon Kaen,776
Krabi,273
Lampang,393
Lamphun,235
Loei,259
Lop Buri,311
Mae Hong Son,134
Maha Sarakham,348
Mukdahan,146
Nakhon Nayok,≤100
Nakhon Pathom,413
Nakhon Phanom,266
Nakhon Ratchasima,1182
Nakhon Sawan,391
Nakhon Si Thammarat,596
Nan,153
Narathiwat,309
Nong Bua Lam Phu,160
Nong Khai,195
Nonthaburi,851
Pathum Thani,592
Pattani,395
Phangnga,129
Phatthalung,404
Phayao,247
Phetchabun,303
Phetchaburi,218
Phichit,164
Phitsanulok,456
Phrae,190
Phuket,421
Prachin Buri,364
Prachuap Khiri Khan,274
Ranong,≤100
Ratchaburi,431
Rayong,788
Roi Et,393
Sa Kaeo,182
Sakon Nakhon,446
Samut Prakan,440
Samut Sakhon,373
Samut Songkhram,≤100
Saraburi,385
Satun,194
Sing Buri,≤100
Sisaket,454
Songkhla,3071
Sukhothai,268
Suphan Buri,302
Surat Thani,562
Surin,412
Tak,282
Trang,231
Trat,106
Ubon Ratchathani,713
Udon Thani,641
Unknown,≤100
Uthai Thani,127
Uttaradit,161
Yala Province,311
Yasothon,218
