Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,6272,8
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,5746,4
1517088885216557,AIG,These ads ran without a disclaimer,2385,3
963424467011784,أحمد فتحي - Ahmed Fathy,أحمد فتحي - Ahmed Fathy,1553,8
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,1506,3
308088503057656,النائب محمود عصام,النائب محمود عصام,787,5
107767437680846,أحمد صلاح الطاروطي,أحمد صلاح الطاروطي,623,1
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,614,3
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,600,5
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,531,6
285141818193260,معهد الاتصالات لعلوم الحاسب الالي واللاسلكي,These ads ran without a disclaimer,494,1
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,405,6
111601691526415,The Legacy Investments,These ads ran without a disclaimer,378,5
666470146818916,مؤسسة جبر القلوب - GabrAlqulub,مؤسسة جبر القلوب - GabrAlqulub,367,6
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,272,2
158643697625854,محمد تيسير مطر - Mohamed Tayser Mattar,Aplus,249,3
110117941114440,Emirates Loves Egypt - الإمارات تُحبْ مصر,These ads ran without a disclaimer,239,1
106633301506504,النائب الدكتور علي مهران,النائب الدكتور علي مهران,222,1
112884131660592,أسامة جاويش-Osama Gaweesh,These ads ran without a disclaimer,187,2
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,163,2
1994786354105727,النائب أحمد فرغلى,النائب أحمد فرغلى,158,1
199703440927711,Print Shop,These ads ran without a disclaimer,153,1
109366127595756,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,142,2
121565980915958,سلسلة تأسيس The best start,These ads ran without a disclaimer,138,1
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,138,4
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,132,4
118932207798163,Rehab Eltehewy - رحاب التحيوي,Rehab Eltehewy - رحاب التحيوي,125,4
144460788957278,IFT - Institute of Food Technologists,These ads ran without a disclaimer,124,1
1732871583597515,Rodrigo,These ads ran without a disclaimer,118,1
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,112,1
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,112,1
560418354025009,محمد هنداوى Mohamed Hendawy,محمد هنداوى Mohamed Hendawy,≤100,1
100980039200965,Pet clinic - Dr.Ameera AlKhayat,These ads ran without a disclaimer,≤100,1
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,≤100,1
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,≤100,2
102478281118292,مكتب الدكتور محمود رجب فتح الله دكتور القانون الجنائي والمحامي بالجنايات,These ads ran without a disclaimer,≤100,1
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,≤100,2
