Page ID,Page name,Disclaimer,Amount spent (JMD),Number of ads in Library
907882369274696,Youths For Excellence,Jenine Ashley Shepherd,1550,1
111704331751583,babytashmusic,These ads ran without a disclaimer,104,1
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,2
106240044880482,Mind Facts,These ads ran without a disclaimer,≤100,2
1744911689126391,12up,These ads ran without a disclaimer,≤100,14
241664783089008,Xin,These ads ran without a disclaimer,≤100,1
1587313088233587,Ideagen,These ads ran without a disclaimer,≤100,1
102224334798892,Jamaica  Association for Private Security,These ads ran without a disclaimer,≤100,1
