Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,4373338
Apure,690956
Aragua,5964609
Barinas,4186260
Bolívar (state),5208022
Capital District,15318766
Carabobo,10305701
Cojedes,580483
Delta Amacuro,270857
Falcón,1352293
Guárico,1031177
Lara,6913615
Miranda (state),5554920
Monagas,856466
Mérida,1762899
Nueva Esparta,527951
Portuguesa,1374360
Sucre,897259
Trujillo,1125335
Táchira,5790993
Vargas,1734555
Yaracuy,1570337
Zulia,14604918
