Location name,Amount spent (BRL)
Acre (state),1014
Alagoas,3664
Amapá,1014
Amazonas,5284
Bahia,11337
Ceará,10367
Espírito Santo,4127
Federal District,7242
Goiás,8657
Maranhão,7099
Mato Grosso,7319
Mato Grosso do Sul,4256
Minas Gerais,27027
Paraná,12656
Paraíba,3953
Pará,7889
Pernambuco,14515
Piauí,3168
Rio Grande do Norte,4846
Rio Grande do Sul,13368
Rio de Janeiro (state),21521
Rondônia,2637
Roraima,1259
Santa Catarina,12052
Sergipe,2148
São Paulo (state),75887
Tocantins,3547
Unknown,≤100
