Location name,Amount spent (ARS)
Buenos Aires,19220076
Catamarca,1050837
Chaco,425613
Chubut,4327511
Ciudad Autónoma de Buenos Aires,4561587
Corrientes,513908
Córdoba,3099904
Entre Rios,1468441
Formosa,209417
Jujuy,637965
La Pampa,211037
La Rioja,334043
Mendoza,468082
Misiones,305709
Neuquén,251298
Río Negro,277326
Salta,418918
San Juan,312908
San Luis,234568
Santa Cruz,653558
Santa Fe,1860298
Santiago del Estero,311761
Tierra del Fuego,221953
Tucuman,575235
Unknown,504
