Location name,Amount spent (TRY)
Adana Province,801
Adıyaman Province,≤100
Afyonkarahisar Province,189
Aksaray Province,143
Amasya Province,≤100
Ankara Province,1795
Antalya Province,1186
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,398
Ağrı Province,≤100
Balıkesir Province,434
Bartın Province,≤100
Batman Province,360
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,1156
Denizli Province,367
Diyarbakır Province,190
Düzce Province,113
Edirne Province,≤100
Elazığ Province,107
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,382
Gaziantep Province,433
Giresun Province,141
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,381
Isparta Province,262
Istanbul Province,17151
Iğdır Province,≤100
Kahramanmaraş Province,197
Karabük Province,≤100
Karaman Province,102
Kars Province,≤100
Kastamonu Province,108
Kayseri Province,369
Kilis Province,≤100
Kocaeli Province,452
Konya Province,602
Kütahya Province,153
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,386
Mardin Province,130
Mersin Province,534
Muğla Province,427
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,199
Osmaniye Province,117
Rize Province,103
Sakarya Province,140
Samsun Province,510
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,138
Tekirdağ Province,449
Tokat Province,115
Trabzon Province,198
Tunceli Province,≤100
Unknown,≤100
Uşak Province,135
Van Province,103
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,139
Çanakkale Province,205
Çankırı Province,≤100
Çorum Province,111
İzmir Province,2231
Şanlıurfa Province,240
Şırnak Province,≤100
