Location name,Amount spent (MYR)
Johor,607
Kedah,294
Kelantan,158
Kuala Lumpur,589
Labuan,≤100
Malacca,563
Negeri Sembilan,469
Pahang,471
Penang,250
Perak,306
Perlis,≤100
Putrajaya,≤100
Sabah,473
Sarawak,568
Selangor,926
Terengganu,195
Unknown,≤100
