Location name,Amount spent (MYR)
Johor,656
Kedah,346
Kelantan,228
Kuala Lumpur,844
Labuan,≤100
Malacca,203
Negeri Sembilan,1210
Pahang,222
Penang,348
Perak,367
Perlis,≤100
Putrajaya,≤100
Sabah,702
Sarawak,493
Selangor,4703
Terengganu,227
Unknown,≤100
