Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
104035911692079,Life Changing Opportunity,These ads ran without a disclaimer,≤100,1
100221432835645,Peter Eskander,These ads ran without a disclaimer,≤100,1
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,1
102527209215235,Viviane Olívia,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
109732271995755,Otilia Gaidos Studio,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,4
372634879599800,Olymp Trade,These ads ran without a disclaimer,≤100,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100,1
