Location name,Amount spent (VEF)
Amazonas,256326
Anzoátegui,11065438
Apure,1257650
Aragua,4266575
Barinas,2506375
Bolívar (state),9805930
Capital District,10778050
Carabobo,37899318
Cojedes,1005100
Delta Amacuro,252550
Falcón,3007650
Guárico,2017672
Lara,8770400
Miranda (state),3265312
Monagas,1836762
Mérida,8759894
Nueva Esparta,2505100
Portuguesa,2674380
Sucre,2132541
Trujillo,2260200
Táchira,26015300
Unknown,30000
Vargas,1002550
Yaracuy,2259805
Zulia,46280600
