Location name,Amount spent (USD)
Azuay Province,958
Bolívar Province,115
Carchi Province,106
Cañar Province,176
Chimborazo Province,389
Cotopaxi Province,265
El Oro Province,872
Esmeraldas Province,395
Galápagos Province,≤100
Guayas Province,4761
Imbabura Province,345
Loja Province,410
Los Ríos Province,747
Manabí Province,1692
Morona-Santiago Province,140
Napo Province,≤100
Orellana Province,≤100
Pastaza Province,≤100
Pichincha Province,3336
Santa Elena Province,284
Santo Domingo de los Tsáchilas Province,1563
Sucumbíos Province,148
Tungurahua Province,620
Unknown,≤100
Zamora-Chinchipe Province,212
