Location name,Amount spent (USD)
Alabama,8114
Alaska,2390
American Samoa,≤100
Arizona,20039
Arkansas,4901
California,71226
Colorado,12036
Connecticut,7628
Delaware,1803
Florida,53061
Georgia,24688
Guam,≤100
Hawaii,2552
Idaho,5996
Illinois,38691
Indiana,17640
Iowa,7710
Kansas,8758
Kentucky,9380
Louisiana,9828
Maine,5429
Maryland,13575
Massachusetts,11831
Michigan,26739
Minnesota,13098
Mississippi,6128
Missouri,13890
Montana,2836
Nebraska,3132
Nevada,8849
New Hampshire,2844
New Jersey,18556
New Mexico,5985
New York,44693
North Carolina,21327
North Dakota,1210
Ohio,23387
Oklahoma,8789
Oregon,9093
Pennsylvania,30580
Puerto Rico,≤100
Rhode Island,1671
South Carolina,10203
South Dakota,1568
Tennessee,14330
Texas,57781
Unknown,≤100
Utah,5405
Vermont,1477
Virgin Islands (U.S.),≤100
Virginia,24691
Washington,14397
"Washington, District of Columbia",7553
West Virginia,4113
Wisconsin,47224
Wyoming,1202
