Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1862
Bicol Region,9942
Cagayan Valley,3481
Calabarzon,18384
Caraga,1843
Central Luzon,11116
Central Visayas,7570
Cordillera Administrative Region,1497
Davao Region,6165
Eastern Visayas,4028
Ilocos Region,4412
Metro Manila,31224
Mimaropa,2108
Northern Mindanao,4363
Soccsksargen,3708
Unknown,≤100
Western Visayas,8379
Zamboanga Peninsula,2589
