Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,563,1
1947339538818882,Gloria Bonilla Diputada,Erika Rivera,371,1
104599735671754,Goberna Honduras,Goberna Honduras,196,7
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,184,5
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),147,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,113,2
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100,1
1392592317738074,Jorge Cálix,Jorge Cálix,≤100,27
1152610414791062,LIBRE Islas de la Bahía,Gerardo Jose Francisco Perez Montoya,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,5
105924582287904,maquillandopermanente,These ads ran without a disclaimer,≤100,1
113636080297063,CRATE Capacita,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
108966741644172,Koray Beserler 1,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
