Location name,Amount spent (PKR)
Azad Kashmir,1344
Balochistan,1716
Federally Administered Tribal Areas,245
Gilgit-Baltistan,738
Islamabad Capital Territory,2982
Khyber Pakhtunkhwa,9519
Punjab,34287
Sindh,16547
Unknown,≤100
