Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
654396084640049,IMM GROUP,IMM Group,1011383,8
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,472205,1
1406400379669708,Đại Học Đại Nam,These ads ran without a disclaimer,415857,1
112333804853338,Cửa Sổ Vàng - Nguyễn Duy Cương,These ads ran without a disclaimer,195275,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,173669,3
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,119835,4
102362479322153,Gakken Steam Program - GSP Việt Nam,These ads ran without a disclaimer,115414,1
902785046529464,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,109159,1
104714444292894,Nha Khoa Vạn Thành,These ads ran without a disclaimer,80317,1
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,51808,1
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,51563,2
106877281352810,Tài Liệu Thi Viên Chức Giáo Dục Đà Nẵng Quảng Nam,Tài Liệu Thi Viên Chức Giáo Dục Đà Nẵng Quảng Nam,51038,1
1727496090862110,Tuyển giáo viên TP HCM,Tuyển giáo viên TP HCM,48800,1
108228572046403,Nguồn Đầu Tư Mới 4.0,These ads ran without a disclaimer,48570,1
105536822279236,Huyền phi spa- mỹ phẩm chính hãng,These ads ran without a disclaimer,37230,1
106562111326233,Sách Cổ - Tri Thức Trường Tồn,These ads ran without a disclaimer,32372,1
185061704983484,Nha Khoa Paris,These ads ran without a disclaimer,23459,1
107706102295108,Wire Tool,These ads ran without a disclaimer,8211,1
112658478485413,"Gia Huy - Cà Phê, Trà Sửa, Trà Trái Cây",These ads ran without a disclaimer,1780,1
101692666268528,Vina Chuối Vincom Cộng Hoà,These ads ran without a disclaimer,1269,1
100413328754140,We Will Rank You podcast,These ads ran without a disclaimer,≤100,1
101358036245588,App Leap,These ads ran without a disclaimer,≤100,1
13477887709,New Tactics in Human Rights,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
100427526341454,Active active,These ads ran without a disclaimer,≤100,1
150779984941409,Rave Mobile Safety,These ads ran without a disclaimer,≤100,1
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,≤100,1
111693495149855,Future Mobility Asia,These ads ran without a disclaimer,≤100,1
102654808090612,Lương Y Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,≤100,6
105039417804164,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,1
1397405843841104,Ines de la Fressange Paris,These ads ran without a disclaimer,≤100,1
320764908366958,诛仙-中国第一仙侠手游,These ads ran without a disclaimer,≤100,1
