Location name,Amount spent (VND)
An Giang Province,88592
Bà Rịa–Vũng Tàu Province,121532
Bình Dương Province,161663
Bình Phước Province,149269
Bình Thuận Province,187168
Bình Định Province,197043
Bạc Liêu Province,63523
Bắc Giang Province,421541
Bắc Kạn Province,88796
Bắc Ninh Province,274815
Bến Tre Province,75302
Cao Bằng Province,83052
Cà Mau Province,109167
Cần Thơ,57476
Da Nang,365140
Gia Lai Province,180633
Haiphong,280445
Ho Chi Minh City,977931
Hà Giang Province,135996
Hà Nam Province,151301
Hà Tĩnh Province,291903
Hòa Bình Province,150090
Hưng Yên Province,227314
Hải Dương Province,384844
Hậu Giang Province,21602
Khánh Hòa Province,133248
Kiên Giang Province,115097
Kon Tum Province,63548
Lai Châu Province,20108
Long An Province,104029
Lào Cai Province,72799
Lâm Đồng Province,214132
Lạng Sơn Province,176089
Nam Định Province,264020
Nghệ An Province,668500
Ninh Bình Province,189938
Ninh Thuận Province,41759
Phú Thọ Province,457851
Phú Yên Province,108802
Quảng Bình Province,178825
Quảng Nam Province,416286
Quảng Ngãi Province,181345
Quảng Ninh Province,195416
Quảng Trị Province,133941
Sóc Trăng Province,56373
Sơn La Province,172450
Thanh Hóa Province,1774257
Thái Bình Province,289818
Thái Nguyên Province,311721
Thừa Thiên–Huế Province,361985
Tiền Giang Province,94610
Trà Vinh Province,54083
Tuyên Quang Province,387775
Tây Ninh Province,332238
Unknown,≤100
Vĩnh Long Province,53412
Vĩnh Phúc Province,263102
Yên Bái Province,183979
Điện Biên Province,69529
Đắk Lắk Province,295014
Đắk Nông Province,127150
Đồng Nai Province,286548
Đồng Tháp Province,83989
