Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
54779960819,United Nations,United Nations with Facebook Ad Credits,159478,9
294493857651676,Rahul Gandhi,Indian National Congress,81377,21
102377305543409,AITC Meghalaya,Indian Political Action Committee,41889,76
21169267101,Give,Give,40575,31
105671775473178,Jan Suraaj,Jan Suraaj,34579,56
270666596375251,Jhatkaa.org,Jhatkaa.org,30140,43
107395897271506,Kutumb,Swatantra Verma,29749,44
168694379812269,Astroyogi,These ads ran without a disclaimer,24678,3
1488581191158902,Conscious Planet,Isha outreach,24136,6
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,22429,4
107864648831408,Nammavar Kamal Haasan,Nammavar kamal hassan,21681,26
112012941066867,उत्तराखंड मुख्यमंत्री रिपोर्ट कार्ड,Abhishek Shukla,18427,8
146702709146110,Ashu Singh Surpura,Ankit Kumawat,13047,16
411129449009589,K.C. Venugopal,K.C.Venugopal,11959,20
201141296623500,Prakash Koliwad,DesignBoxed,10360,52
174283119250672,Save the Children India,Bal Raksha Bharat,10238,42
104211439033799,Jagane Kavali,Jagane Kavali,10053,37
109986065209042,Mera Apna Rahul,MeraApnaRahul,10002,72
953600271404690,BJP Meghalaya,Bharatiya Janata Party,9930,28
109986065209042,Mera Apna Rahul,Mera Apna Rahul,9240,35
113541631336757,Conman Conrad,Conman Conrad,8194,14
109354741887336,Udhay Anna - உதய் அண்ணா,Politicode,7436,21
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,7313,32
110218775247217,Dr Gadala Srinivasa Rao,Srinivasa Rao Gadala,6863,3
170484126349815,Indian Cancer Society,Indian Cancer Society,6838,6
109707661884154,Indian Compass,theindiancompass.com,6398,11
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,5801,13
102029621784239,Dhareppa Thakkannavar,Dhareppa Thakkannavar,5578,2
2078242259060363,Kukufm,Mohana Saha,5347,79
132689140088396,smilefoundation,Smile Foundation,5035,10
