Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,11198508,12
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,6084687,38
102793242742002,Jaksapedia,JAKSAPEDIA,5694626,34
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,4033583,48
101971245965029,Siap Kawal Polri,Kawal Polri,3619577,34
108308008686834,G24 Golkar Jabar,Yayasan Golkar Institut SPKP,2336261,11
105124862343150,G24 Golkar Jateng,Yayasan Golkar Institut SPKP,1984399,14
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,1649443,10
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,1647172,22
102099256044892,G24 Golkar DKI,Yayasan Golkar Institute SPKP,1628587,15
105351238986805,G24 Golkar Sumut,Yayasan Golkar Institut SPKP,1520047,10
138564054486639,Voilà Ai Artist,These ads ran without a disclaimer,1229551,2
105621692292591,G24 Golkar Sulsel,Yayasan Golkar Institut SPKP,1079165,13
23383061178,Prabowo Subianto,indonesia Adil makmur,1055802,5
111864151754055,Esensi TV,Esensi Tv,1028776,9
695605000462574,CNN Indonesia,CNN Indonesia,946585,1
109421458610554,G24 Golkar Riau,Yayasan Golkar Institute SPKP,895908,10
101389706093580,G24 Golkar Lampung,Yayasan Golkar Institute SPKP,775323,9
107087892161368,G24 Golkar Sulut,Yayasan Golkar Institute SPKP,728548,10
197545083607941,Harian Kompas,Harian Kompas,694364,23
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,652993,15
164882486874333,antaranews.com,antaranews.com,593629,2
109614491898151,G24 Golkar NTT,Yayasan Golkar Institut SPKP,578946,11
106074385580593,G24 Golkar Banten,Yayasan Golkar Institut SPKP,570202,14
105156635699051,G24 Golkar Bali,Golkar Institute SPKP,538142,13
102766839263043,G24 Golkar Kaltim,Yayasan Golkar Institut SPKP,519337,20
103290336009963,Akbar Faizal Uncensored,Yayasan Infobox,516600,25
217841272115804,Kabar Golkar,Yayasan Kabar Golkar,515723,27
39684526732,Wanda Hamidah,Yayasan Infobox,515383,2
104708079203574,Airlangga Hartarto 2024,Yayasan Infobox,512613,4
104278069107924,G24 Golkar NTB,Yayasan Golkar Institute SPKP,511955,9
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,510918,4
103610389181419,G24 Golkar Jambi,Yayasan Golkar Institut SPKP,491789,11
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,460837,4
