Location name,Amount spent (TWD)
Changhua,8562
Chiayi,3304
Hsinchu,3679
Hsinchu City,6529
Hualien,4523
Kaohsiung,29470
Keelung City,3520
Kinmen,494
Lienchiang,≤100
Miaoli,4269
Nantou,3689
New Taipei City,49231
Penghu,726
Pingtung,5820
Taichung,31099
Tainan,20705
Taipei,40307
Taitung,1862
Taoyuan City,26486
Unknown,6389
Yilan,3336
Yunlin,6397
