Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,2893386
Apure,592501
Aragua,3670810
Barinas,922229
Bolívar (state),1662115
Capital District,8323612
Carabobo,6845700
Cojedes,500308
Delta Amacuro,≤100
Falcón,1752306
Guárico,578346
Lara,4253610
Miranda (state),2394188
Monagas,614113
Mérida,2501920
Nueva Esparta,4311161
Portuguesa,915037
Sucre,678962
Trujillo,693884
Táchira,5255530
Unknown,≤100
Vargas,750845
Yaracuy,1296693
Zulia,9258221
