Location name,Amount spent (NOK)
Akershus,3452
Aust-Agder,558
Buskerud,1872
Finnmark,408
Hedmark,906
Hordaland,3513
Møre og Romsdal,1618
Nord-Trøndelag,707
Nordland,1185
Oppland,893
Oslo,7328
Rogaland,2807
Sogn og Fjordane,613
Sør-Trøndelag,2242
Telemark,799
Troms,1000
Unknown,≤100
Vest-Agder,1186
Vestfold,1323
Østfold,1451
