Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1088824,17
1586264924948495,Diego González,Diego González,1055567,1
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,970267,5
513373825500774,Catalina Ortiz,Catalina Ortiz,747424,9
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,651733,2
175286072898201,Braulio Espinosa Márquez,Braulio Espinosa,606582,2
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,571338,2
101897976168381,Vamos a crecer,Vamos a crecer,492162,5
378127682385944,Julián Peinado Ramírez,Julián Peinado,382617,3
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,375783,5
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,358219,4
108827338788235,Por la defensa de Cali,Por La Defensa De Cali,296310,1
605236949886245,Ferney Silva Idrobo,Ferney Silva Idrobo,264350,1
251292808253299,Canadian College,Canadian College,262651,13
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,238934,3
232287230205457,IDU Bogotá,Instituto de Desarrollo Urbano : IDU,238610,5
204727076205320,Ritter López,Ritter López,203713,2
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,194533,3
391099551688976,Manuel Correa,Manuel Correa,188267,8
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,186213,2
108233262091178,David Islem R,David Islem R,171802,2
464215057067990,Comunicaciones Alcaldía Timbío,Henry Leonardo Romero Moncayo,170336,37
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,156741,11
480612205430156,Deninson Mendoza,Deninson Mendoza Ramos,143749,2
109468905424655,José Fernando Sánchez,Digital Tech Ideas S.A.S,143410,1
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,141364,10
179668218725736,Lina García Gañan,Lina Garcia,138812,1
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,129258,5
104328067049129,Niñez YA - Sociedad civil por la niñez y la adolescencia,NiñezYA - Sociedad civil por la niñez y la adolescencia,126389,7
1059459884138781,Mauricio Tobón Franco.,These ads ran without a disclaimer,123653,1
105578134695113,Andree Uribe Montoya,Andree Uribe Montoya,113151,20
489327244878254,Carlos Parra,Carlos Parra,112610,4
1622001728047397,Harman Alcalde,Harman Alcalde,108561,16
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Diputado,104701,32
112646311755775,Otto Ali Suárez,Otto Ali Suarez Tafur,103614,1
104468561432859,Alexander Castro,Alexander Castro,100000,13
1165655170260613,Diana Rojas,Diana Rojas Concejal de Cali,99938,3
1589652347763879,Aquileo Medina A,Aquileo Medina Arteaga,93958,2
108228068238348,Diego Caicedo,Diego Caicedo,91317,6
462660883763346,Ronald Mayorga,Ronald Mayorga,86900,7
75884689790,Colectivo de Abogados,Colectivo de Abogados,76436,1
273140600265429,Ing. Ronald Ortiz,Agencia Estratégica,70178,19
308398253196220,Jorge Andrés,Digital Tech Ideas S.A.S,69846,1
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,68434,3
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,66011,6
102143071616787,Goberna Colombia,Goberna,64257,5
691374267635241,Armando Córdoba,Armando Córdoba,62215,4
110673818587137,Eicman Murillo,Jamundí para Todos,61210,2
360840354678432,MK Team 24 7,Michel Wadih Kafruni Marin,60188,2
406215856382748,Gonzalo Giraldo,Gonzalo Giraldo,59016,3
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,57952,8
2013525382284983,Wilson Florez,Wilson Antonio Florez Vanegas,55540,1
100745279605352,nuevasideas.co,Nelson Alexis  Ballesteros,55405,2
148553182705913,Claudia Andrade,Claudia Andrade,53746,3
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,51153,2
154072604744,Germán Vargas Lleras,These ads ran without a disclaimer,51103,3
2822588884426284,Dorian Coquies Maestre,Dorian Coquies Maestre,51079,1
258948700872338,Isvimed Alcaldía de Medellín,Eikon Digital S.A.S.,50326,19
103084375858203,Mi Campaña Aplicación,BJS inversiones,46298,2
184350595671778,Innopolítica,Santiago Gutierrez Murillo,46018,2
915743661945208,Alejandro Eder,Alejandro Eder,45440,17
104969865721375,Profes.movimientociudadano,John Bazurto,43322,7
106125295156311,Jose Elner Gonzalez,Jose Elner Gonzalez Azcarate,42597,2
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,41452,1
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,41268,1
103428739334753,"José Alfredo ""El Cura"" Ordóñez","José Alfredo ""El Cura"" Ordóñez",38859,3
116430736811606,Ever Villegas,Ever Antonio Villegas Morante,37039,28
107017744311772,Carlos Alberto Arias,Carlos Alberto Arias,36915,1
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,34736,5
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,33628,2
1147318942107929,Todos Somos Una,DEBRAIN LLC,33597,1
1832438050403942,Amin Losada,Ginna Tatiana Piragauta Guzman,32745,2
838927469815494,Diana Diago,Diana Marcela Diago,31019,4
517994638230687,Gobernación de Sucre,Gobernación de Sucre,30983,16
100351841692214,Coronel Jorge Gallego,Coronel Jorge Gallego,30000,1
417060811811167,Juan David Duque García,Juan David Duque Garcia,29766,1
1659865967478999,David Farelo Daza,David Daza,29696,1
305443930185737,Juan Pérez,Juan Pérez,27713,6
410609992686720,Brayan David Salazar,Brayan David Salazar Herrera,27464,2
102383079246422,Paulo Gómez,Paulo Gómez,26846,1
2179680032345809,Cesar Augusto Torres Ríos,Cesar Augusto Torres Ríos,26814,2
1400280116941194,Fabian Diaz,Fabian Diaz,26391,6
107868007400413,Risaralda Opina,Risaralda Opina,26027,2
201155736602572,Hernán Alberto Bedoya,Hernan Alberto Bedoya Cadavid,25515,1
108675595132967,Karol Martínez Silva,Karol Martinez Silva,25211,2
2081012991953059,Juan Diego Muñoz Cabrera,Juan Diego Muñoz Representante,25126,2
106886611550331,ohwell_x,These ads ran without a disclaimer,23149,1
101170393279528,Rodrigo Villalba Mosquera,Martha Diaz,22614,1
254413518635171,Carlos Sotomonte,Carlos Sotomonte,21987,2
309821816486487,Carlos Osorio,Carlos Osorio,21627,1
114510821145145,Previred Popayán / Tarjeta Médica,Previred Tarjeta Médica,21358,3
571161286689388,Fundación Mamacitas en bici,Fundación Mamacitas en bici,21356,1
143057523068134,Jorge Camacho,Jorge Camacho,21269,1
116618421366582,Guatapé Progresa,Dairo Mesa,21127,2
103727635426939,Alexandra Vásquez Ochoa,Leider Alexandra Vasquez Ochoa,20633,1
2355517858002528,Página: Yeison Miranda,Página: Yeison Miranda,20602,10
1545442339029597,Christian José Moreno,Christian José Moreno,19986,2
451588681677173,Eduardo Contreras R,Ivan Mauricio Serrano Guerrero,19527,1
122989028111811,Alexander Ruiz,Edgar Alexander Ruiz Garcia,19520,3
191459311042712,Jaime Andrés,Jaime Andrés,19503,1
1798830637009736,Ciudad Bolívar Ant.,Mauricio Marquez Valencia,19487,2
1119413181474050,El Avispero Mov,Movilizatorio,19124,1
629265973883892,Alcaldía de La Estrella,Melissa Cano Villegas,18991,2
2156874387878167,Yilber Leandro Saavedra,Yilber Leandro Saavedra,18929,6
987563698019371,Duván Murillo Diputado,Duvan Murillo,18519,3
1431777413774882,Wilson Ruiz Orejuela,Wilson Ruiz Orejuela,18420,4
108311872210328,Fernando Romero Herrera,Fernando Romero Herrera,18414,1
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,17298,5
1668886976475466,David Gutierrez Mantilla,Jorge Luis,16775,6
107096255516225,Juan Pablo Cano P,Juan Pablo Cano Pulgarin,15783,2
100232346317619,David Enrique Arango Quintana,David Enrique Arango Quintana,15734,1
106083021215996,Todos por Medellín,Todos por Medellín,15302,1
1037508046302965,Griselda Janeth Restrepo Gallego,Griselda Janeth Restrepo Gallego,15121,1
184284351706738,Lotería de Bogotá,Lotería de Bogotá,15088,1
107981817313111,Jhon Fdo Osorio,Jhon Fernando Osorio Baena,15000,1
105109280969000,Agencia Axioma,Agencia Axioma,14499,3
157146724439549,Luis Bernardo Vélez,Luis Bernardo Vélez,14136,2
1683544555207079,Rafael Martínez,Rafael Martinez,14002,1
107787104895388,La Ópttica Popayán,La Óptica Popayán,13869,2
832088667125644,Andres Trujillo,Andres Ivan Trujillo Sanchez,13784,2
100149122258868,Benjamín Villa,Benjamín Villa,13718,1
112505265094567,Mario Gutiérrez,Mario Gutiérrez,13425,1
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,13421,1
1458739367777443,Wilson Gonzalez Piedecuesta,Wilson Gonzalez,12574,2
191210184867688,Julián Serna Concejal,Julian Andres Serna Ruíz,12532,1
1860415374008051,John Jairo Arias Henao,Risaralda Opina,12211,1
501373887030423,Alberto Sanjuanelo,Alberto Sanjuanelo,11851,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,11829,2
635341746594602,Carolina Giraldo Botero,Carolina Giraldo Botero,11471,1
1815626541807349,Agencia de Periodismo Investigativo,Norbey Quevedo Hernandez,11141,1
1988052664633312,Maria Fernanda Hidalgo,Edwin Narváez Suarez,10876,1
2068245743232990,Cesar Augusto Guzman,Cesar Augusto Guzman,10768,1
109581228202676,Luis Fernando Velazquez Bueno,Luis Fernando Velazquez Bueno,10764,2
569978373130700,Andrés Lizarralde Henao,Andrés Lizarralde Henao,10730,2
348250701862191,Guillermo Velandia Granados,Guillermo Velandia Granados,10702,1
108311872210328,Fernando Romero Herrera,Androw Mauricio,10671,1
115410384828267,Coronel Francisco Roa Millán,Edgar Dionisio Fernandez,10535,5
416201871913815,Adolfo Romero,Adolfo Romero,10429,2
