Location name,Amount spent (NZD)
Auckland Region,2287
Bay of Plenty Region,416
Canterbury,892
Gisborne District,≤100
Hawke's Bay,229
Manawatu-Wanganui,323
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,235
Otago,384
Southland,148
Taranaki,170
Tasman District,≤100
Unknown,≤100
Waikato,2647
Wellington Region,667
West Coast,≤100
