Location name,Amount spent (MYR)
Johor,710
Kedah,393
Kelantan,297
Kuala Lumpur,792
Labuan,≤100
Malacca,167
Negeri Sembilan,244
Pahang,307
Penang,291
Perak,446
Perlis,104
Putrajaya,≤100
Sabah,598
Sarawak,684
Selangor,1326
Terengganu,258
Unknown,≤100
