Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,977380,60
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,367822,4
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,198996,32
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,149503,4
101185599412309,Marcos para Neuquén,Marcos para Neuquen,106537,6
1546712922304737,Dionisio Scarpin,Dionisio Scarpin,72967,5
104230022197116,En línea Chubut,En Línea Chubut,54381,20
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,45192,43
110746414660916,Lomas Noticias,Nicolas Orona,39379,2
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,37148,2
104726201267494,Legislatura de Neuquén,Legislatura de Neuquén,35034,2
103088924366000,Noticias d,Noticias d,34939,253
171330806277312,Diego Santilli,Instituto República,34271,32
100817752847549,Noticias Neuquén,Noticias Neuquen,29906,8
1662250880709156,Lanús Municipio,Lanús Municipio,27833,5
2057819794450925,CPC Pueyrredón MuniCba,municipalidad de córdoba,27705,2
705172499580470,Gustavo Martinez,Gustavo Martinez,26785,44
108999798363368,Primicias Neuquinas,Primicias Neuquinas,26413,8
174545086044880,Gobierno de Santa Fe,Gobierno de Santa Fe,20062,32
107158018902593,Patagonia 24,Patagonia 24,19299,17
459777610743664,Ariel Sujarchuk,Ariel Sujarchuk,18023,2
101996084777901,Mariela Belski,Mariela Belski,17364,14
103740369249125,El Provinciano,El Provinciano,17075,8
2296112127071539,Feedback encuestas,Feedback Encuestas Online,17008,18
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,15428,3
113898744658728,El Progreso Web,El Progreso,15175,6
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,14305,16
100686031576569,Primero la gente,Secretaría de Medios y Comunicación Pública,14134,2
109612858472866,FM Capital,Radio la capital,13289,12
1383234345334458,Ramiro Marra,Ramiro Marra,12645,5
102305658071845,Uthgra Córdoba,Julian Rousselot,12458,3
109287948479430,Diario 9️⃣,diario 9,12112,77
106986760983071,Redacción Política,Baires News Group,12106,9
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,11827,5
104838940899300,Memo,El Memo,11799,10
113122186717848,Emiliano Estrada,Emiliano Estrada,11710,4
391699984932525,Pablo Cervi,Centro de Inversiones y Desarrollos Patagónicos,10868,2
1688491141369349,Gobierno de la Provincia de La Pampa,Gobierno de la Pampa,10547,13
100395029626459,Protagonistas del Cambio Buenos Aires,Protagonistas del cambio,10158,2
109362811850636,La ventana del oeste,La Ventana del Oeste,10054,6
101594852755793,El Bonaerense,El Bonaerense,9962,8
110492713536,Santa Fe Capital,Santa Fe Capital,9926,3
492953824175955,Mauro García,Mauro García - Intendente.,9842,2
87545580838,C5N,C5N,9630,3
60189524894,Defensoría del Pueblo de la Ciudad de Buenos Aires,Defensoría del Pueblo de la Ciudad de Buenos Aires,9300,4
699758330894365,Actualidad Argentina,Actualidad Argentina,8811,6
427271967380241,Lucas Delfino,Juntos,8144,4
106716278920168,Noticias Argentinas,Noticias Argentinas Web,8137,6
480129710135,Municipio de Tigre,Municipalidad de Tigre,8091,27
101302041450958,Secretaría Energía y Minería La Pampa,Secretaría de Energía y Minería de La Pampa,7750,6
108072227440,El Territorio,El Territorio,7490,4
1639126129662368,La Nota Web,La Nota Web,7458,2
110806461830762,El Sol Web,El Sol Web,7117,8
100616616096642,Notitrece,Notitrece,7102,1
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,7034,5
363825283650115,Vicente López,Vicente López,6894,7
1275311129309933,Marcos Koopmann,Marcos Koopmann,6879,2
102744535962182,Chubut Política,Chubut Política,6659,8
110890318187982,Escucharte Santa Fe,Darret,6390,2
525334380868858,Martín Lousteau,Martín Lousteau,6194,14
386830351387514,InfoSanLuis.com,InfoSanLuis.com,6141,8
624986924234661,Gustavo Bordet,Partido Justicialista Entre Ríos,6139,4
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,6112,2
327490147360219,Martín Berhongaray,Martín Berhongaray,6060,8
113781658634572,Gustavo Sáenz,Gustavo Sáenz,6011,1
104358815744949,Hurlingham Post,Hurlingham Post,5840,4
190356261138005,Leandro Zdero,Leandro Zdero,5774,3
90148244993,Patricia Bullrich,Pro Nacional,5740,1
107631983989726,Argentina Federal,Argentina Federal,5736,3
652162468224695,Juan Negri,Juan Hipolito Negri Biasutti,5630,5
109237045323181,Patagonia Noticias,Patagonia Noticias,5273,4
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,5095,4
335926266503071,7D,7D,5031,4
122008198196943,Revolución Popular,Revolución Popular,5009,4
350084848936137,Sociedad Cooperativa Popular Limitada,Sociedad Cooperativa Popular Limitada,4968,3
551027964955087,Julio César Martinez,Julio Cesar Martinez,4850,3
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,4619,7
947697181983026,Ministerio De Salud La Pampa,Ministerio De Salud La Pampa,4484,6
362204533804292,Municipio de Río Grande,Municipio de Río Grande,4424,4
102126974997519,La República Porteña,Republica Porteña,4336,2
100921729540545,Andres Horacio Ibarra,Andres Horacio Ibarra,4245,3
238778949515431,El Cronista,El Cronista,4103,1
141882839166950,Tres Lineas,Tres Lineas,4029,2
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,4018,3
813676515407534,Baigorria 360,Baigorria 360,3888,1
245081835610307,Gobierno De Río Cuarto,Gobierno De Río Cuarto,3872,5
1086999731414893,Lucas Castelli,Lucas Alberto Castelli,3867,40
101446999301893,Política Central,politica central,3840,11
947520791967929,Claudio Poggi,Claudio Javier Poggi,3837,1
452525851510103,Nicolás del Caño,Frente de Izquierda,3798,2
125183747539071,Noticias Argentinas,Noticias Argentinas,3794,54
105904438005497,Facundo Lancioni Kaprow,Facundo Lancioni,3787,2
316538378371170,Chaco Gobierno de Todos,Chaco Gobierno de Todos,3675,11
544986472243896,Data Diario,Data Diario,3650,5
109819601940472,Eduardo Camus,Eduardo Camus,3608,2
103944978682114,Lado B Noticias,Lado B Noticias,3600,8
110276628358382,El Autónomo,El Autónomo,3580,4
113138195384719,Nestor Grindetti,Nestor Grindetti,3578,2
102436695787908,Chubut por el Cambio,Juntos por Chubut,3491,14
104549218292037,Urgente Hoy,Urgente Hoy,3467,8
107919011974055,Hoy Sur,Hoy Sur,3461,6
431959746976381,Alcides Salomón,Alcides Salomón,3450,3
104733589113258,La Gaceta Nacional,La Gaceta Nacional,3449,2
274883916030955,Pablo Losada,United Business Arg,3373,8
585157608249952,Nicolás Russo,Nicolás Russo,3354,7
106022882033350,Puntopolitico,PuntoPolitico,3336,1
1832390087053498,Colo Roitman,Colo Roitman,3308,5
172565396129582,Diario La Unión,Nicolas Orona,3250,6
105434454484182,Difusión de Prensa Argentina,Difusión de Prensa Argentina,3188,3
857382087671921,Maxi Abad,radicalesorg,3137,11
227513130941976,Ignacio Torres,Pro Chubut,3074,3
932158520193023,Municipalidad de José C. Paz,Municipio de José Clemente Paz,3008,4
107252148848573,Eduardo Cáceres,Eduardo Cáceres,2961,2
131381938371647,Corta La Bocha Noticias,Corta La Bocha,2902,3
108747171494977,Ambiente La Pampa,Subsecretaria de Ambiente de La Pampa,2833,4
348209942315439,La Pampa 24,La Pampa 24,2813,8
108679841853325,Contame Más,Contame Más,2776,4
100198331521581,Agencia Provincial de Noticias La Pampa,APN La Pampa,2761,8
103322152538185,La Verdad Noticias,La verdad noticias,2729,1
111669735076988,Hora Cero,Hora Cero Noticias,2686,2
255392011709766,Gobierno de Formosa,Gobierno de Formosa,2671,12
378225769015907,Fundación Embajada Abierta,Fundación Embajada Abierta,2669,2
105572509032794,Gerardo Blanes,Gerardo Blanes,2653,2
109366551880108,Jaime Perczyk,Lucas Nahuel Diaz,2639,7
2340752059343617,Sebastian Ianantuony,Leandro Sebastian Ianantuony,2636,2
168606106578096,Municipio Ciudad de Arroyito,Norte Creative SRL,2603,2
105960568377813,Ministerio de Producción La Pampa,Ministerio de Producción de La Pampa,2586,5
105791202046721,Punto Ushuaia,Punto Ushuaia,2581,7
1575553356099879,Soher El Sukaria,Fundación Hacer Córdoba,2510,3
1726365124243504,Clara García,Clara Garcia,2503,6
1485840381721462,Municipalidad de La Calera,Municipalidad de La Calera,2501,27
791115407580121,Gustavo Melella,Gustavo Melella,2499,4
544640985878621,Argentinos Online,Argentinos Online,2493,5
152351941446339,Jorge Milton Capitanich,Chaco Gobierno de Todos,2490,11
233734300112003,Juan Monteverde,Ciudad Futura,2472,4
126812307650460,Hernan Reyes,Hernan Reyes,2403,2
307661541236,Grupo La Provincia,GLP,2386,19
1420904314883935,El Puntano,El Puntano,2346,3
743239569098884,Marcelo Cossar,Marcelo Arnolfo Cossar,2328,18
102584952016197,Hacemos por Córdoba Pilar,Soledad Andrea Maldonado,2306,1
238608056195754,Leandro Busatto,Leandro Busatto,2296,18
105198205212656,La Voz Sanjuanina,La Voz SJ,2287,2
100370865976735,Reporte del Valle,Reporte del Valle,2268,5
100854288886307,Zonales,Comunicacion Editorial Grafica Argentina,2239,17
414147902070636,Políticas para la República,Políticas para la República,2190,2
221792280182,Municipalidad de Rafaela,Municipalidad de Rafaela,2184,2
1604553363177691,Concejal von der Thusen,Raul Von Der Thusen,2152,1
103846469204203,La Ola Noticias,La Ola Noticias,2099,4
886667964679142,Fabián Gramajo,Fabián Gramajo,2089,3
101062592345143,Francisco Paoltroni,Francisco Manuel Paoltroni,2073,2
765662933605449,Fabian Aballay,Nestor Fabian Aballay,2044,5
118736245504093,TOTI  Intendente,TOTI  Intendente,2034,6
416744201672837,Municipio de Roca,Municipalidad de General Roca,1942,3
241766066497583,Leandro Cavaco,Leandro Cavaco,1938,2
105132645589543,Construyendo - Gral. Pueyrredon,Construyendo,1935,1
100932749306130,Noticias Andinas,Noticias Andinas,1935,2
1551666778436314,Marcos Andino,Marcos Sebastian Andino,1932,1
572676212777687,Alfredo Schiavoni,Alfredo Oscar Schiavoni,1921,4
443594262328472,Lisandro Enrico,Lisandro Enrico,1909,8
807113569309561,Miguel Siciliano,Miguel Angel Siciliano,1896,4
1642712085944827,Alejandro Vilca,Frente de Izquierda,1893,1
580785122055191,Pablo Cobos,Pablo Ezequiel Cobos,1867,1
223506754358437,LaOpinionPopular.com.ar,Carlos Blas Garcia,1823,1
106057368882648,El caudillo online,El caudillo online,1814,1
1702915199965134,Agencia Pais,Agencia Pais,1797,1
134557130216408,Jorge Jofré,Jorge Jofre,1763,1
342005489233184,Martin Gainza,Martin Gainza,1759,3
710189803134791,Federico López,Federico Martin Lopez,1747,5
459777610743664,Ariel Sujarchuk,HAY ALTERNATIVA PARA EL CAMBIO EN ESCOBAR - HACE,1687,1
186080358099920,Partido Demócrata de Mendoza,Partido Demócrata de Mendoza,1657,2
782697941744883,Catamarca Capital,Catamarca Capital,1632,5
896073793900056,Lalo Creus,Diego Gianutti,1621,2
192108560832888,Luis Petri,Mendocinos por el futuro,1620,1
105980232291529,Mónica Grassi,Mónica Susana Grassi,1618,1
111600998225620,Noticias Zero,Noticias Zero,1607,1
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,1581,2
105493327767840,Newsweek Argentina,Newsweek Argentina,1564,35
100513966017836,Noticias del Sur,Noticias del Sur,1555,2
1873194886282596,Francisco Mondotte,Daniel Mondotte,1527,2
447363149171196,Alejandro Palmieri,Alejandro Palmier,1523,2
212137105468799,Minuto Neuquén,Minuto,1516,1
145806262649419,Fer Miño,Patria de Todos,1508,3
