Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
102414628645144,Korondy Tamás,Megafon,914994,12
776079922494181,Apáti Bence hivatalos oldala,Megafon,491560,4
286759004682537,Tranzit,Kommentár Alapítvány,488392,6
503614639975773,Trombitás Kristóf,Megafon,450139,6
109217671008015,A kopasz oszt,Megafon,377130,4
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,304794,12
118152054556475,Deák Dániel,Megafon,278108,8
543788999005363,ORIGO,Mediaworks Hungary Zrt.,270828,23
104359131558815,KonVerzió,Megafon,210107,6
224274995688487,Bohár Dániel - Riporter,Megafon,199950,2
110149601578231,GeriJoca,Megafon,181627,4
278117815576023,EU Justice and Consumers,EU Justice and Consumers,178129,12
191461774219575,hirado.hu,hirado.hu,152419,34
248172631940,Mandiner,Mediaworks Hungary Zrt.,142031,16
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,99715,11
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,88403,10
178362315106,European Parliament,European Parliament,80439,8
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,78384,7
1534911313439123,Ripost,Ripost,53760,8
408924035951553,Körforrás,Körforrás,45804,6
264517713636590,PestiSracok.hu,PestiSrácok.hu,38801,9
193702058028595,Lázár János,Lázár János hivatalos oldala,38032,3
131283758531,HVG,HVG Kiadó ZRt.,33230,23
76748198685,Budapest Pride,Budapest Pride,32298,11
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,30626,6
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,27185,6
1239893846155692,Tompos Márton,Momentum Mozgalom,25035,3
594088897289853,Alapjogokért Központ,Alapjogokért Központ,24993,14
109528965046103,MCC Feszt,Mathias Corvinus Collegium,24039,9
778538352344518,Hollik István,Fidesz,20900,1
1265353903615539,Oeconomus,Oeconomus,19983,31
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,17274,2
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,16812,69
123910440019,Renew Europe,Renew Europe Group,16609,2
1321667124617769,Dr. Kovács Zoltán,Dr. Kovács Zoltán,16587,2
265672590604606,Makronóm.Blog,Makronóm.Blog,16319,17
