Location name,Amount spent (CZK)
Central Bohemian Region,41079
Hradec Králové Region,20849
Karlovy Vary Region,11459
Liberec Region,14981
Moravian-Silesian Region,27711
Olomouc Region,18176
Pardubice Region,14074
Plzeň Region,15773
Prague,59407
South Bohemian Region,18810
South Moravian Region,38381
Unknown,≤100
Vysočina Region,12045
Zlín Region,13638
Ústí nad Labem Region,21556
