Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
102095934751904,Deva Partisi,Deva Partisi,10121,7
1532389387082678,Sarıçam Belediyesi,BİLAL ULUDAĞ,6974,3
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,4938,30
111436922211991,AK Parti İstanbul,AK Parti İstanbul İl Başkanlığı,3478,2
105376981385020,Referandom,Referandom,2666,5
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),2092,11
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,1398,17
102911415086731,Ömer Yazıcıoğlu,Ömer Yazıcıoğlu,1181,2
273568980163535,Serdar Soydan,Serdar Soydan,754,2
1439683329600228,Ümit Uysal,Ümit Uysal,736,3
100910024639566,Ali Babacan,Deva Partisi,677,3
1677525365597858,Türkiye SMA Vakfı,Fatih Mehmet Akdan,649,1
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,641,15
1985687308391802,İlhan Ocaklı,İlhan Ocaklı,575,5
588319621318434,Samsun Gümüşhane Dernekleri Federasyonu,Mustafa Seven,449,16
115203036969497,Mehmet Yunus Seven,Mehmet Yunus Seven,411,5
828294820590556,Serkan Topal,Serkan Topal,387,3
262923957052422,İHH İnsani Yardım Vakfı Bursa Şubesi,İHH İnsani Yardım Vakfı Bursa Şubesi,328,2
106433519384639,Haber7,Haber7,322,1
306491676172909,Gerçek Gazetesi,Gerçek Gazetesi,271,4
2142508452699684,Reşat Güney,Reşat Güney,230,11
738111393037887,Gündem 326 TV,Gündem 326 TV Hatay Son Dakika Haberleri,179,2
460475137715622,Kazım Yücel,Kazim Yucel,171,2
209491309703526,Serdar Özyurt,Serdar Özyurt,169,2
158077404753235,Çanakkale Zafer TV,Fatma Durmaz,164,2
101700471513125,Kadir Aydın,Kadir Aydın,160,2
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,156,11
1563142747277396,Vecdi Gündoğdu,Vecdi Gundogdu,148,2
108100772016437,Yükselen Sertifika Programları,These ads ran without a disclaimer,136,1
111743906915630,Ekrem Gökay Yüksel,Enes Güngör,135,3
