Location name,Amount spent (USD)
Bishkek,194
Chuy Region,≤100
Issyk Kul Region,≤100
Jalal-Abad Region,≤100
Naryn Region,≤100
Osh Region,≤100
Talas Region,≤100
Unknown,≤100
