Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
137188693021815,สืบจากข่าว,สืบจากข่าว,11190,5
101673076131930,พรรคเปลี่ยน,นอท พันธ์ธวัช นาควิสุทธิ์,10386,5
104645182578478,นิรันดร์ วัฒนศาสตร์สาธร,Supakit Ngoenkaew,8247,19
100240152175449,ป้าโส FC by Tacina,Dunyawat  Bamrungchan,6328,100
109239188766815,ดร. วิทยา อินาลา พรรคไทยพร้อม,Klod Sawadputsra,5143,5
681918321922813,ดร.ตั้น กฤชนนท์ อัยยปัญญา,ดร.ตั้น กฤชนนท์ อัยยปัญญา,4990,6
102807719039442,พรรครวมไทยสร้างชาติ United Thai Nation Party,พรรครวมไทยสร้างชาติ United Thai Nation Party,4908,10
626952517700280,ลิ้ม ศรัณยสัณฑ์ วีรกุลสุนทร ว่าที่ผู้สมัคร ส.ส. เขตจอมทอง พรรคเพื่อไทย,ลิ้ม ศรัณยสัณฑ์ วีรกุลสุนทร ว่าที่ผู้สมัคร ส.ส. เขตจอมทอง พรรคเพื่อไทย,4873,2
241115389300595,คุณหญิงสุดารัตน์ เกยุราพันธุ์ Sudarat Keyuraphan,คุณหญิงสุดารัตน์ เกยุราพันธุ์ Sudarat Keyuraphan,4652,2
149079361791677,พรรคเพื่อไทย,พรรคเพื่อไทย,3786,2
104427797605274,ดร.เฉลิมชัย ศรีอ่อน รัฐมนตรีว่าการกระทรวงเกษตรและสหกรณ์,ดร.เฉลิมชัย ศรีอ่อน รัฐมนตรีว่าการกระทรวงเกษตรและสหกรณ์,3536,11
264065496937763,My Chavapol (ชวพล วัฒนพรมงคล),My Chavapol (ชวพล วัฒนพรมงคล),3374,2
105650394954220,ตรีนุช เทียนทอง Treenuch Thienthong,Varin Suriya,3136,5
157659344260788,จุรินทร์ ลักษณวิศิษฏ์ Aoodda,Jurin Laksanawisit,2699,5
451864701523507,Infographic Thailand,Infographic Thailand,2688,8
115140113734156,ขวัญเรือน เทียนทอง,Varin Suriya,2505,4
107449532000210,ธิติวัฐ อดิศรพันธ์กุล - Thitiwat Adisornphankul,ธิติวัฐ อดิศรพันธ์กุล - Thitiwat Adisornphankul,2232,3
107569661842229,หน่อย-ศุภนาถลดา รัตนาธนัชภัค,หน่อย-ศุภนาถลดา รัตนาธนัชภัค,2141,5
1686179558087025,ไพลิน เทียนสุวรรณ,ไพลิน เทียนสุวรรณ,1955,30
2230596726985945,ฮาย ปวิศรัฐฐ์ ติยะไพรัช,บริษัท เวิร์ค 360 จำกัด,1940,2
113516956981172,ขจรศักดิ์ ประดิษฐาน,ขจรศักดิ์ ประดิษฐาน,1899,13
110647840532680,Merge Mayor,These ads ran without a disclaimer,1854,1
113067400607487,กันตพงศ์ ดีชัยยะ - แมพ,กันตพงศ์ ดีชัยยะ - แมพ,1827,8
651699931624315,Techsauce,Techsauce,1767,6
296508406790,"Democrat Party, Thailand พรรคประชาธิปัตย์","Democrat Party, Thailand พรรคประชาธิปัตย์",1734,25
113855987049534,โอเล่ เอกชัย ผ่องจิตร์,โอเล่ เอกชัย ผ่องจิตร์,1665,4
105421542338383,คนรุ่นใหม่ ใจรักลุงตู่,Dunyawat  Bamrungchan,1634,9
107392695633799,สรวีย์ เขต1ปทุมธานี พรรคก้าวไกล,Suppalerk Suppapantita,1491,1
972019486321939,บู้ จเด็ศ จันทรา,จเด็ด จันทรา,1382,4
115195181447846,อ้อ ศิรินันท์ ศิริพานิช,อ้อ ศิรินันท์ ศิริพานิช,1290,4
108535378427614,นาย สุรชัย แดงละอุ่น - นายกโท้ง,นาย สุรชัย แดงละอุ่น - นายกโท้ง,1255,4
109960305368979,ฐานุพงศ์ รังสิไตรพงศ์ - โจ๊ย,Pimmada Rangsitaiphong,1231,1
