Location name,Amount spent (CLP)
Antofagasta Region,66509
Araucanía Region,97140
Arica y Parinacota Region,32967
Atacama Region,21421
Aysén Region,12014
Bío Bío Region,178560
Coquimbo Region,84320
Los Lagos Region,132835
Los Ríos Region,39379
Magallanes y la Antártica Chilena Region,18177
Maule Region,100647
O'Higgins Region,98990
Santiago Metropolitan Region,705808
Tarapacá Region,32611
Unknown,≤100
Valparaíso Region,160560
