Location name,Amount spent (CLP)
Antofagasta Region,341379
Araucanía Region,745845
Arica y Parinacota Region,329329
Atacama Region,290863
Aysén Region,150259
Bío Bío Region,991557
Coquimbo Region,956874
Los Lagos Region,1011431
Los Ríos Region,345546
Magallanes y la Antártica Chilena Region,245767
Maule Region,554032
O'Higgins Region,1593937
Santiago Metropolitan Region,4445195
Tarapacá Region,205120
Unknown,195
Valparaíso Region,2138888
