Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
54779960819,United Nations,United Nations with Facebook Ad Credits,99599,7
105256562063637,Beta Naija Group,Beta Naija,94066,2
2138867006432207,Gobir 2023,Young Progressives Party (YPP),48461,4
107655665420852,South West Umbrella Forum,South West Umbrella Forum,45654,8
158714780827513,UNFPA,UNFPA,20267,4
14312764639,Atiku Abubakar,The Atiku Campaign,19567,1
106116418976309,Support Obi-Datti,Chinaza Somtochukwu Ibeofokile,13191,22
191066234648103,Shehu Musa Yar'Adua Foundation,Shehu Musa Yar'Adua Foundation,12011,1
654180731859809,T-Police,T-Police,11213,3
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,11009,5
102835755970763,NN19,NN19,10983,7
247453528783859,Amebothingz,Okey Ugwu,9128,2
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,7500,3
102126542194217,Reps Aspirants Forum -RAF,Reps Aspirants Forum -RAF,6111,1
101633582008609,The Fidelinfo News,Fafoluyi Olayinka Micheal,6002,5
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,5097,3
100509629482213,The South-South Umbrella Forum,The South-South Umbrella Forum,5022,1
113312051377035,Professor Christopher Imumolen,Irene Christopher Imumolen,4040,1
102915965804953,Lagos Professionals for Sanwo-olu,Leke David,3854,8
661065317375273,Beyond Clothing Nigeria,Beyond Clothing Ltd,3559,1
128728490537179,Asuquo Ekpenyong,Prince Charles Ekanem Iv,3559,4
266906487061241,Y Monitor,The Future Project,3528,2
111687340541537,Awa Ti Makinde,Omituntun,3052,1
11055104471,ONE,These ads ran without a disclaimer,2989,1
101616276020711,Obidogo BENDE,Abia Vanguard,2665,6
123327857740070,Bizzell US,These ads ran without a disclaimer,2540,1
102169824695398,Rero TV,Oghenebrorhie Okotie,2353,10
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,2224,2
107260805514827,Obidient Isang Sam Udo-Akagha,Lampro Ventures,2224,2
1598185900266723,Emeka Igwe Campaign Organization,Emeka Igwe,2200,2
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,1806,7
126460284139483,Nigerianeye,NigerianEye,1779,1
103333362526988,The Eastern Umbrella Forum,The Eastern Umbrella Forum,1747,1
105827948663647,Within Nigeria,WITHIN NIGERIA MEDIA LTD,1531,3
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1446,1
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,1441,2
1468272583488974,Lambo Xtra Music,These ads ran without a disclaimer,1432,1
106746234702890,E.D.O TV,John Obijeme Ii,1374,5
101622722635138,Advocacy For Good Governance,Nnadi Sunny,1188,3
107241665289643,Nigeria 4 Peter Obi,Ajibola Adeboye,1159,1
1598205703573433,Senator Uba Sani,Uba Sani Media,1079,1
