Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
106008800769282,KHNP,Bistro Social s.r.o.,16440,4
102845669064210,Danuše Nerudová,Danuše Nerudová,16022,22
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,15660,4
120461304659141,O2 CZ,O2 Czech republic,8741,4
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,7681,12
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",7192,46
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,6977,17
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,6699,19
102389958091735,Generál Pavel,Petr Pavel,6147,6
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,5570,8
287724754662359,HateFree Culture,HateFree Culture,5402,2
214827221987263,Andrej Babiš,ANO,5211,2
384187235387895,Alena Schillerová,ANO,4855,1
124480484567,Ostravská univerzita,Ostravská univerzita,4398,5
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,4237,8
109056560836,iFortuna.cz,iFortuna.cz,3832,1
605137899592157,STIHL,"Andreas STIHL, spol. s r. o.",3762,2
295889117124834,Tipsport,Tipsport,3582,2
137301989386,Aktuálně.cz,Aktuálně.cz,2813,16
103059308644099,Replastuj.cz,Replastuj.cz,2574,1
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,2380,4
1469427909957890,Reportér magazín,Reportér magazín,2292,4
55408246161,Amnesty International ČR,Amnesty International ČR,2115,1
1432139953751418,Josef Středula,Josef Středula,2038,2
114474108677288,Martin Kuba,Martin Kuba,1979,1
236211929833146,Tomáš Zima,Společnost ZFP s.r.o.,1862,31
424114981002397,Český rozhlas Plus,Český rozhlas,1542,32
578342809023884,Jsme fér,Prague Pride,1523,1
1956144064659620,BlueTV,Aliance pro budoucnost,1350,1
52479821102,Týdeník Respekt,Týdeník Respekt,1243,8
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,1222,6
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,1096,19
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,899,2
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,808,4
251656685576,KDU-ČSL,KDU-ČSL,796,5
317530692148022,Evropa v datech,Evropa v datech,764,3
137778619615350,Voyo.cz,TV Nova s. r. o.,742,4
1870450529906750,TERA.cz,TERA Systems s.r.o.,713,3
374937312556,Otevřená společnost,"Otevřená společnost, o.p.s.",700,8
202451429883,Novinky.cz,Borgis a. s.,698,1
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",678,8
1934837773438430,Pavel Fischer,Pavel Fischer,636,1
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,586,2
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",579,2
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",548,4
302134090396266,Zdeněk Hřib - primátor Prahy,Česká pirátská strana - Praha,527,1
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková,493,3
453697017993990,Aspen Institute Central Europe,Aspen Institute Central Europe,483,1
147547541961576,Council of the European Union,Council of the European Union,483,2
107341405343516,Mise Ukrajina,Mise Ukrajina,454,3
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,444,2
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",439,2
139379141293,Paměť národa,"Post Bellum, z.ú.",433,5
693725074166331,Naše zdravotnictví,Naše zdravotnictví,405,5
194467420912201,Já volím děti,Já volím děti,392,11
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,374,2
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,368,3
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,358,2
113437470509035,Za normální svět,Karel Halačka,335,3
101577031963160,Olomoucká Drbna,Olomoucká Drbna,308,1
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,300,3
799083753454179,Voxpot,Voxpot z. ú.,280,4
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,255,2
54779960819,United Nations,United Nations with Facebook Ad Credits,248,9
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,248,3
107733504431288,CEVRO ARENA,Jiří Cieslar,245,1
310744935780286,Petr Veselka-starosta MOaP,Petr Veselka,241,1
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,235,5
107563435940797,Skanska v ČR a SR,Skanska,218,1
123858471641,iROZHLAS.cz,Český rozhlas,208,1
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,202,2
111041662264882,ČSSD,ČSSD,201,2
183947234987295,Ministerstvo vnitra,Ministerstvo vnitra ČR,185,4
1488001698123402,Tomáš Kaštovský,Tomáš Kaštovský,183,6
475787975837992,"ANO, tohle je Jablonec nad Nisou",ANO 2011,183,2
126618627368438,Vojtěch Munzar,Munzar Vojtěch,162,3
110956868499445,Andrej Babiš premiérem,Karel Halačka,154,1
178362315106,European Parliament,European Parliament,151,5
109501160564065,Mariana Čapková - místostarostka Prahy 6,PRAHA SOBĚ,150,3
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,138,1
378827025796132,Peak.cz,Peak.cz,135,12
278451599256,"Má to smysl, třídím odpad!","EKO KOM, a.s.",132,1
40583438943,NESEHNUTÍ,NESEHNUTÍ,132,1
1060889564019324,Tomáš Prouza,Commpanions,128,1
367656464950,TOP 09 - Praha 10,TOP 09 - Praha 10,125,1
110285958334498,Svoboda a přímá demokracie - SPD Chomutov,Zdeněk Vaňkát,122,2
636362799772077,Jan Železný - komentáře,ŽELEZNY JAN,121,1
164024787880257,Adapterra,Nadace Partnerství,110,2
104343035856974,"Pavel Studeník, radní Brno-střed",Pavel Studenik,108,2
548487565163265,"Buď Čech, buď laska",Tomáš Rufer,105,4
321754948555757,Vojtěch Krňanský,Vojtěch Krňanský,105,1
101937231589371,Čestmír Bouda,Čestmír Bouda,102,4
2130350606976424,Nová Vlna,Kralupy Nová VLna,102,1
549351855145794,Michael Kohajda,Michael Kohajda,≤100,1
1104866262972886,Michal Šmarda,Česká strana sociálně demokratická,≤100,1
145522932180283,Masarykova demokratická akademie,"Masarykova demokratická akademie, z. s.",≤100,8
203833483473,Deník Referendum,Denik Referendum,≤100,1
2156599824411421,"Vojtěch Kos, starosta Prahy 12",Vojtěch Kos,≤100,1
159736174123806,Železná koule,Železná koule,≤100,2
104213174588596,"Petr Krmela, zastupitel města Zábřeh a Olomouckého kraje",Petr Krmela,≤100,1
1483237748591093,Festival svobody,Festival svobody,≤100,1
100609955039699,Corrency,Corrency,≤100,2
105410686588,Piráti Brno,Česká pirátská strana - Jihomoravský kraj,≤100,3
103248284660853,Lichoceves Noutonice krásnější,Spolek za krásnější Lichoceves a Noutonice,≤100,1
