Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,6245,6
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,2388,1
265843867173714,La Revista,La Revista,1567,4
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1125,1
102851155670931,mUEve,mUEve,1108,1
109536051432220,Olga Morera - Diputada,Olga Morera Arrieta,554,1
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,554,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
174806462881204,Medical News,These ads ran without a disclaimer,≤100,2
23596074088,Dazed and Confused Magazine,These ads ran without a disclaimer,≤100,11
