Location name,Amount spent (EUR)
Attica (region),2083
Central Greece (region),126
Central Macedonia,913
Crete,254
Eastern Macedonia and Thrace,197
Epirus (region),≤100
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),150
Southern Aegean,114
Thessaly,196
Unknown,≤100
Western Greece,189
Western Macedonia,≤100
