Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,18444,2
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,10529,3
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,6650,1
265843867173714,La Revista,La Revista,3073,5
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,3070,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1108,1
753990174744571,José Hernández Abogado CR,These ads ran without a disclaimer,902,1
101090099546806,greenlybachue,These ads ran without a disclaimer,116,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
105915229076498,Rruz Design & Illustration,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,5
152292984850728,International Monetary Fund,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
