Location name,Amount spent (USD)
Alabama,8708
Alaska,2115
American Samoa,≤100
Arizona,26052
Arkansas,6153
California,77868
Colorado,21360
Connecticut,9356
Delaware,2403
Florida,50904
Georgia,26602
Guam,≤100
Hawaii,2558
Idaho,4030
Illinois,26249
Indiana,12394
Iowa,7691
Kansas,6603
Kentucky,9103
Louisiana,19052
Maine,7328
Maryland,20980
Massachusetts,14199
Michigan,31209
Minnesota,12333
Mississippi,5661
Missouri,13000
Montana,4165
Nebraska,3517
Nevada,16115
New Hampshire,6080
New Jersey,35577
New Mexico,5057
New York,56270
North Carolina,47439
North Dakota,1138
Northern Mariana Islands,≤100
Ohio,29861
Oklahoma,7440
Oregon,12189
Pennsylvania,37176
Puerto Rico,≤100
Rhode Island,3339
South Carolina,20597
South Dakota,2101
Tennessee,15332
Texas,80712
Unknown,≤100
Utah,7528
Vermont,1283
Virgin Islands (U.S.),≤100
Virginia,33684
Washington,16191
"Washington, District of Columbia",8033
West Virginia,5832
Wisconsin,23085
Wyoming,1341
