Location name,Amount spent (CLP)
Antofagasta Region,53185
Araucanía Region,85303
Arica y Parinacota Region,21713
Atacama Region,21625
Aysén Region,11586
Bío Bío Region,150238
Coquimbo Region,102484
Los Lagos Region,47795
Los Ríos Region,25643
Magallanes y la Antártica Chilena Region,13109
Maule Region,52700
O'Higgins Region,81622
Santiago Metropolitan Region,432020
Tarapacá Region,28388
Unknown,8476
Valparaíso Region,146286
