Location name,Amount spent (CZK)
Central Bohemian Region,20957
Hradec Králové Region,8759
Karlovy Vary Region,4535
Liberec Region,7369
Moravian-Silesian Region,18435
Olomouc Region,10272
Pardubice Region,7963
Plzeň Region,11098
Prague,57417
South Bohemian Region,10266
South Moravian Region,27516
Unknown,≤100
Vysočina Region,6866
Zlín Region,9024
Ústí nad Labem Region,12468
