Location name,Amount spent (ARS)
Buenos Aires,4635674
Catamarca,89953
Chaco,271656
Chubut,122307
Ciudad Autónoma de Buenos Aires,2320915
Corrientes,360503
Córdoba,4750586
Entre Rios,177844
Formosa,157511
Jujuy,54517
La Pampa,77276
La Rioja,22731
Mendoza,971143
Misiones,55798
Neuquén,49755
Río Negro,80171
Salta,63547
San Juan,315325
San Luis,758247
Santa Cruz,32403
Santa Fe,1551895
Santiago del Estero,44343
Tierra del Fuego,25059
Tucuman,551748
Unknown,191
