Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
939050246112788,Facebook Public Affairs,Meta,13125,24
104386908631938,Pathways Alliance,Pathways Alliance,3281,6
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,2903,19
95938536190,Shoppers Drug Mart,Shoppers Drug Mart,2646,8
121222984568561,Amnesty International Canada,Amnesty International Canada,990,78
106917558391358,Alliance nouvelles voies,Pathways Alliance,895,2
154462904588700,Enbridge Gas,Enbridge Gas,765,70
113297740077607,Canadian Energy Centre,Canadian Energy Centre,764,123
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,706,6
139449499417715,Pharmaprix,Pharmaprix,676,8
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,633,83
1097840090260804,National Police Federation,National Police Federation,590,55
117475525574,Saskatchewan New Democratic Party,the Chief Official Agent of the Saskatchewan NDP,567,20
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,557,37
103947395932025,mstrishaaa,mstrishaaa,541,4
281999881613,World Vision Canada,World Vision Canada,537,7
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,531,42
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,525,12
127882984614,Manitoba NDP,Manitoba NDP,522,20
278388139026064,Patrick Brown,Patrick Brown,466,7
35715544220,Stand.earth,Stand.earth,433,16
107385241806,Plan International Canada,Plan International Canada,424,30
114943114838621,Fuel Forward,Canadian Fuels Association,408,38
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,398,35
202220023130891,Bell Canada,Bell Canada,384,3
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,360,4
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,360,59
111755861837453,"Eugene Manning for PC Leader, Newfoundland and Labrador",Eugene Manning Campaign,351,52
405377872902754,Canada Action,Canada Action,338,19
