Location name,Amount spent (CLP)
Antofagasta Region,56262
Araucanía Region,93667
Arica y Parinacota Region,13227
Atacama Region,15004
Aysén Region,9565
Bío Bío Region,167398
Coquimbo Region,90733
Los Lagos Region,44091
Los Ríos Region,21905
Magallanes y la Antártica Chilena Region,10635
Maule Region,58513
O'Higgins Region,58024
Santiago Metropolitan Region,647902
Tarapacá Region,26726
Unknown,316
Valparaíso Region,125083
