Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,20795,133
693907914395620,良杯製所 Oolab,良杯製所 Oolab,19820,15
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,18280,4
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,17747,1
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,14174,11
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),11162,27
127628276929,天下雜誌,天下雜誌,7749,19
110102044866638,HERSHEY'S,These ads ran without a disclaimer,7385,1
106801464127093,目目非營利 MUVE NPO,目目非營利,6600,17
177161918975981,基督教芥菜種會,基督教芥菜種會,6412,47
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,5662,27
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,3836,2
246517878713911,劉家昌,勇勳沈,3725,1
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,3511,15
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,3220,2
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2816,48
194832457212,天下文化,天下文化,2615,7
1649523455281990,遠山呼喚,遠山呼喚,2222,3
235679595900,民視新聞,民視新聞,1989,10
186593071836,商業周刊（商周.com）,商業周刊（商周.com）,1948,2
158025223269,今周刊,今周刊,1820,5
211730475524462,大陸委員會,大陸委員會,1759,3
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1654,5
436843193180529,Unipapa,Unipapa,1523,15
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1368,4
171464500113435,MKStudio,MKStudio,1289,9
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1237,11
997683843637673,蔡培慧 慧做事真實在,蔡培慧 慧做事真實在,1217,1
1751961571765479,CSR在天下,偉倫 高,1175,4
220050085932,TVBS 新聞,These ads ran without a disclaimer,1162,1
219315794887869,聯合報,聯合報股份有限公司,1088,4
132727540081371,立法委員賴惠員,立法委員賴惠員,1001,1
104624290080479,張育美,翊斌黃,916,3
1629474157289221,小牛頓,小牛頓科學教育有限公司,906,7
100971679482122,2222-《未來選擇地》,2222,887,3
101718182459153,天秤座戰士,Companionship Digital,867,4
111334712256714,勇媽阿惠 - 黃敏惠,勇媽阿惠 - 黃敏惠,806,4
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,760,1
105692292105892,黃士修,Shih-Hsiu Huang,735,4
148513668543221,地球公民基金會,地球公民基金會,728,7
390569611008641,願景工程基金會 Vision Project,願景工程基金會,691,22
103219708815173,蕭立妍,Li Yen Hsiao,681,1
1962708127351225,國際房產部落客 SuperJullian,Che Hui Chu,667,1
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,620,1
449156429152075,永安國際理財中心,黃詩凭,585,1
1659728604312270,台泥企業團,台泥,553,4
100269158455411,Wh偉鴻金融貸款中心,傢宇 吳,543,1
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,504,4
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,499,4
706267162753971,陳明達,明達陳,498,1
451740055338297,吳淑君,吳承宗,478,1
289158417927469,大衛綠色科技，大衛太陽能,大衛綠色科技，大衛太陽能,449,2
1636733309982216,黃明賢 屏東縣議員,沛旭 傅,409,1
100900089572253,賤民賤解,賤民賤解,406,2
395664323833020,台北市議員 陳政忠,政忠 陳,385,1
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,384,2
469433823136537,CSRone永續觀點,CSRone永續觀點,357,3
286487218798,遠見雜誌,遠見雜誌,350,1
100154519371251,陳家琪,家華陳,346,1
2290806454495023,Mangodan芒菓丹,澤嵐 林,302,1
122912938347467,歐陽霆,霆 歐陽,302,1
1466476516978500,花現彰化-彰化縣政府新聞處,佳欣 蔡,301,2
158025223269,今周刊,These ads ran without a disclaimer,301,1
679518422104905,民視全球新聞,民視新聞,300,4
239512030682497,第一手星聞,民視新聞,299,4
103141681121150,城市學,遠見雜誌,296,1
189061482332,張嘉郡,嘉郡張,295,3
