Location name,Amount spent (NOK)
Akershus,4693
Aust-Agder,510
Buskerud,1659
Finnmark,337
Hedmark,876
Hordaland,2845
Møre og Romsdal,1380
Nord-Trøndelag,569
Nordland,1123
Oppland,923
Oslo,7798
Rogaland,3036
Sogn og Fjordane,457
Sør-Trøndelag,1734
Telemark,693
Troms,810
Unknown,≤100
Vest-Agder,1640
Vestfold,1319
Østfold,1603
