Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
108659378683020,Faustin Kaziteriko KENDA,Omanga Lumumba Roland,≤100,1
106337954500034,Bossladyandman,These ads ran without a disclaimer,≤100,1
385421612308896,,These ads ran without a disclaimer,≤100,1
363882570936332,Moïse Aje Matembo,These ads ran without a disclaimer,≤100,1
113850851219092,China Chat,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
103322895915828,,These ads ran without a disclaimer,≤100,1
102945558103058,Claude Junior Bola,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
105501525214110,NFL Africa,These ads ran without a disclaimer,≤100,1
723826694319605,MITx Courses,These ads ran without a disclaimer,≤100,1
106321962111925,taboo_empower,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,1
