Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
384199695329288,Av. İbrahim Ethem Taş,These ads ran without a disclaimer,4711,1
102911415086731,Ömer Yazıcıoğlu,Ömer Yazıcıoğlu,4356,2
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,4159,1
105376981385020,Referandom,Referandom,1974,6
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1396,5
111751313846537,Hülya Erdem,Hülya Erdem,948,13
545629665828465,M. Mustafa Kocaman,Serhat Gunduzalp,838,2
483282718428036,Meral Akşener,İYİ Parti,779,1
786257948380440,Çetin Akın,Çetin Akın,750,1
1677525365597858,Türkiye SMA Vakfı,Fatih Mehmet Akdan,602,1
107487660764415,Hasan Ekici,Bekir Karakuş,549,1
555425594871380,Dr. Murat Gerenli,Dr. Murat Gerenli,532,1
107858224806227,Gündem Fethiye,Burak Necip Başar,424,3
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,367,1
1607756506152025,Ahmet AYDIN,Ahmet AYDIN,253,4
105606068096395,Manşet 35,Manşet 35,239,1
100566981431204,Mersin Haber Özel,Mersin Haber Özel,235,1
100299875110384,samsunsehirgazetesi.com,samsunşehirgazetesi.com,230,3
101764935580455,Shahingroup.iran,These ads ran without a disclaimer,226,1
828294820590556,Serkan Topal,Serkan Topal,208,2
189962161189070,İsmailağa Camii,İsmailağa camii,204,7
1439683329600228,Ümit Uysal,Ümit Uysal,200,1
2222003764721494,Halit Doğan,Halit Doğan,200,1
108252655310283,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,199,1
109407151806354,İsmail İnlidere,Ismail Inlidere,198,3
115203036969497,Mehmet Yunus Seven,Mehmet Yunus Seven,193,2
2244264135618666,Bünyamin Çiftçi,Bünyamin Çiftçi,188,1
1563142747277396,Vecdi Gündoğdu,Vecdi Gundogdu,160,1
2142508452699684,Reşat Güney,Reşat Güney,155,4
