Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
373058439451905,Irakli Garibashvili,Irakli Garibashvili,859,2
113991509974808,მამუკა ხაზარაძე Mamuka Khazaradze,მამუკა ხაზარაძე Mamuka Khazaradze,≤100,1
194165114388891,ევროპული საქართველო • European Georgia,ევროპული საქართველო,≤100,4
133052760057128,Tabula - ტაბულა,Tabula - ტაბულა,≤100,49
227232231055980,Egor Kuroptev,Egor Kuroptev,≤100,1
107963338818553,Massage_Dze,Massage_Dze,≤100,2
1436499703296575,მითების დეტექტორი,მითების დეტექტორი,≤100,5
114247550124982,Badri Japaridze • ბადრი ჯაფარიძე,Badri Japaridze • ბადრი ჯაფარიძე,≤100,1
414248619353564,საქართველოს დაბადება,გირჩი • Girchi,≤100,2
137044499682910,საბჭოთა წარსულის კვლევის ლაბორატორია Soviet Past Research Laboratory,Irakli Khvadagiani,≤100,1
651534988375338,POSTV - ანალიტიკა,POSTV LLC,≤100,2
297075367343408,BTU • ბიზნესისა და ტექნოლოგიების უნივერსიტეტი,BTU • ბიზნესისა და ტექნოლოგიების უნივერსიტეტი,≤100,1
1584966508384729,გოჩა ენუქიძე / Gocha Enukidze,Georgian Dream,≤100,2
850629331811796,დავით შერაზადიშვილი ბოლნისის მერი/Davit Sherazadishvili Mayor of Bolnisi,დავით შერაზადიშვილი ბოლნისის მერი/Davit Sherazadishvili Mayor of Bolnisi,≤100,1
480323335835739,მაუწყებელი • Mautskebeli,მაუწყებელი • Mautskebeli,≤100,2
112356471213463,მაუწყებელი • სპორტი,მაუწყებელი • Mautskebeli,≤100,1
101545558591952,დავით ფაცაცია / David Patsatsia,დავით ფაცაცია/Davit Patsatsia,≤100,1
105677821016358,დავით შარაშიძე • Davit Sharashidze,Davit Sharashidze,≤100,1
276733003042772,Levan Ioseliani,ალეკო ელისაშვილი - მოქალაქეები,≤100,1
1267468489937737,"აი, ფაქტი • ifact.ge","აი, ფაქტი • ifact.ge",≤100,1
1057076117677093,NEWS.On.ge,On.ge,≤100,1
713372452195831,DJ FUMI,These ads ran without a disclaimer,≤100,1
574493653232980,Narayan Patel MLA,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
109312847900991,Писатель Ирина Комарова,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
