Location name,Amount spent (USD)
Ahmadi Governorate,177
Capital Governorate,1611
Farwaniya Governorate,445
Hawalli Governorate,753
Jahra Governorate,≤100
Mubarak Al-Kabeer Governorate,≤100
Unknown,≤100
