Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1325
Bicol Region,6287
Cagayan Valley,4078
Calabarzon,24833
Caraga,3180
Central Luzon,15324
Central Visayas,10607
Cordillera Administrative Region,2498
Davao Region,7297
Eastern Visayas,5813
Ilocos Region,6274
Metro Manila,44023
Mimaropa,4316
Northern Mindanao,5898
Soccsksargen,4888
Unknown,≤100
Western Visayas,12079
Zamboanga Peninsula,3364
