Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,25263,6
265843867173714,La Revista,La Revista,11609,6
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,10914,3
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,5919,3
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1184,1
107756041807121,oxfam_es,These ads ran without a disclaimer,≤100,1
104401217909899,RoboForex,These ads ran without a disclaimer,≤100,2
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
101090099546806,greenlybachue,These ads ran without a disclaimer,≤100,1
56777943052,One Young World,These ads ran without a disclaimer,≤100,1
101578105893812,Yoy Stories,These ads ran without a disclaimer,≤100,1
738777416145406,The Agam Agenda,These ads ran without a disclaimer,≤100,1
101102146045080,Skyway News,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,2
108341105409731,Golf Guys 2,These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,2
108929675184859,Fun by Day,These ads ran without a disclaimer,≤100,1
106321962111925,taboo_empower,These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,1
