Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
198852633461667,Lray  Villafuerte,Ericka Jones Magat,28305,23
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,27982,15
75665129515,Go Negosyo,Go Negosyo,22534,41
200480966638039,Supremacy 1914,These ads ran without a disclaimer,8865,3
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,4683,5
110985836193,Loren Legarda,Clutch Media,4220,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3102,1
48688071399,Greenpeace Philippines,Greenpeace Philippines,2944,2
143940582906987,Bran Ferrer Reluao,Authority Asia Communications Inc.,2713,3
135621806476490,MMDA,FRIENDS OF DON ARTES,2455,2
547821942058909,Pilipinas Today,WFPH,2426,26
495629064258114,Lolita Karen Javier,Amor U. Nacional,2188,3
1922749344643532,The World Tonight,The World Tonight,2113,24
269175894020945,Pilipinas Today,WFPH,1922,20
223618785182273,Pilipinas,WFPH,1910,21
186667502068528,Larry De Costa,WFPH,1883,20
100170811672425,Pilipinas Today Kyusi,WFPH,1740,18
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1591,24
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",1511,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1482,3
1380167115635985,LEDS Clothing,LEDS Clothing,1463,10
378813345524368,Haier,Haier,1315,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1234,3
265779500134955,SM Supermalls,SM Supermalls,1232,2
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1190,5
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,1185,1
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,1181,4
107853288892129,Don Artes,Friends of Don Artes,1164,4
156752721080952,Sonny Angara,Sonny Angara,1148,2
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1141,2
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1116,1
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,1087,7
101382091400564,Atty. Tony Roman,Sulong Pilipinas,1035,1
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,982,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,973,11
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,940,1
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,926,6
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,922,2
1332938170076882,Tatak QC,Polsure,893,3
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,828,2
205248039844,sedaLAW,sedaLAW,783,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,772,10
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,747,2
425103024214244,Bawas Bisyo,Sin Tax Coalition,665,2
104123408073601,"Nikki Prieto-Teodoro, Philippine Special Envoy to Unicef",Maria Lourdes Acosta Gammad,662,1
601139760220755,Pilipinas TODAY.,Pilipinas TODAY.,614,7
384630034911969,Kitchen City Catering Philippines,These ads ran without a disclaimer,604,1
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,597,6
112186511545750,ACEN RES,ACEN RES,594,1
103485942191411,Juan Bulletin,Polsure,592,2
105619205369684,Congresswoman Ching Bernos,Gene Lloyd Villarta Torres,577,1
2272110229474022,Bagong Bicol,Bagong Bicol,558,2
784522714997609,Commission on Human Rights of the Philippines,Commission on Human Rights of the Philippines,522,2
420499997993849,Ferjenel Gonzales Biron,Prometheus Productions,514,1
1566478310240623,Francis Tolentino,Francis Tolentino,498,4
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,492,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,488,3
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,483,2
154386154617,WWF-Philippines,WWF-Philippines,482,3
101935445680941,Inside Politico,Polsure,474,2
176104589110851,IEEE,These ads ran without a disclaimer,443,1
248113532485940,Alexie B. Tutor,Marjorie Galagar Escuadro,441,2
705660422953865,About Metro Pacific,WFPH,435,5
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,394,3
2082660918720187,ordermo,ordermo,377,1
111518131388232,CharityPhilippines.org,CharityPhilippines.Org,367,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,346,4
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,329,13
290009901573686,SK Federation of Pagbilao,Josie Irma Roqueza Luce,323,2
113273393371386,Governor Melchor Diclas - Benguet,Silver Abag Pilo,312,1
105969951219886,Sibika.ph,Philippine Business for Education Inc.,307,2
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,299,1
108413847429628,What's up QC,Polsure,294,1
111022398573254,ArAll: Education for All,These ads ran without a disclaimer,291,8
101298252682657,Ha An Duong -Mga solusyon para sa mga diabetic,These ads ran without a disclaimer,277,3
107525411171131,Cong. Gabby Bordado,Gabby Bordado,271,1
1647474828693396,Bong Go,Bong Go,259,1
108285398860955,Evolve Republic,Trisha Maureen Tampos Escasa,252,1
505887912898325,Positive Energy,Energy Development Corporation,251,1
537843086665379,City Inquirer,City Inquirer,243,5
100877355420271,One to Tree,One to Tree,238,1
107463358538636,planetGOLD Philippines,planetGOLD Philippines,228,4
107427980954216,Saksi Ngayon,Manuel Jr Singson Siquian,225,2
1856611721228196,BH Bernadette Herrera,Bagong Henerasyon Partylist,222,2
454536418241945,MakeSense,MakeSense Asia,220,1
225822810955433,Bangsamoro News,Bangsamoro News,215,1
257830240980106,Ronnie Dadivas,Roxas City United,208,3
113178534485189,OFW Partylist,OFW Partylist,206,2
121865602706623,Pilipinas Today,WFPH,205,2
102029749186072,Konsehal Abu Gino-gino,Emil Justin Angelo Guarte Gino-gino,199,1
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",198,1
1424468067858949,Vice Justin Gatuslao,Justin Dominic Silos Gatuslao,188,1
166107624078770,Camanava News,CAMANAVA News,188,3
298753410968669,Pilipinas Today Club,WFPH,186,2
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,171,1
103409086014945,Team Adrian Amatong,Ben Jasper Amatong Tomas,167,3
577404882422672,Prudence Foundation,These ads ran without a disclaimer,166,2
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,162,1
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",162,4
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,160,2
108077000845786,Right to Know Right Now Coalition,"Right to Know, Right Now! Coalition",159,1
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,153,1
102280614938876,Bently Roxas,Bently Dadula Roxas,150,3
909832119207140,Tita Malou Flores-Morillo,Christian Paul Venturina Bernabe,142,1
109920233815137,Fifth Express,These ads ran without a disclaimer,134,1
307855770033568,"Estelito ""Litoy"" R. Marabe, CPA",Mark Anthony Pelere Alima,133,1
1876831369252452,Albee Benitez,Albee Benitez,133,3
114023630371468,jpacena,These ads ran without a disclaimer,131,1
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Cong. Arnan C. Panaligan - House of Representatives,130,2
102727785711335,Sanuk Philippines,These ads ran without a disclaimer,125,1
100258655377645,SP Mark Vega Quimpo,Mark Vega Quimpo,121,1
