Location name,Amount spent (CZK)
Central Bohemian Region,9652
Hradec Králové Region,3710
Karlovy Vary Region,2137
Liberec Region,3081
Moravian-Silesian Region,7548
Olomouc Region,4382
Pardubice Region,3871
Plzeň Region,4653
Prague,19659
South Bohemian Region,4209
South Moravian Region,9850
Unknown,≤100
Vysočina Region,2934
Zlín Region,3778
Ústí nad Labem Region,7020
