Location name,Amount spent (MYR)
Johor,320
Kedah,227
Kelantan,126
Kuala Lumpur,456
Labuan,≤100
Malacca,≤100
Negeri Sembilan,135
Pahang,268
Penang,197
Perak,230
Perlis,≤100
Putrajaya,≤100
Sabah,353
Sarawak,304
Selangor,698
Terengganu,118
Unknown,≤100
