Location name,Amount spent (CLP)
Antofagasta Region,260195
Araucanía Region,603534
Arica y Parinacota Region,136573
Atacama Region,125840
Aysén Region,87636
Bío Bío Region,797366
Coquimbo Region,383988
Los Lagos Region,528601
Los Ríos Region,186968
Magallanes y la Antártica Chilena Region,107554
Maule Region,625792
O'Higgins Region,502694
Santiago Metropolitan Region,2753648
Tarapacá Region,163851
Unknown,339
Valparaíso Region,805049
